topic,comparison_group,item,option,first_round,first_count,first_denominator,first_percent,last_round,last_count,last_denominator,last_percent,change_pp,rounds_observed,observed_rounds_json,missing_rounds_json,source_url_first,source_url_last
cleared_title,title_clear_level_all_respondents,花映塚,未購入,11,3091,8939,34.578812,21,6526,11155,58.502913,23.924101,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,虹龍洞,Easyクリア,17,1088,8479,12.831702,21,967,10935,8.843164,-3.988538,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,虹龍洞,Easy未クリア,17,579,8479,6.828635,21,635,10935,5.807042,-1.021593,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,虹龍洞,Hardクリア,17,430,8479,5.071353,21,451,10935,4.124371,-0.946982,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,虹龍洞,Lunaticクリア,17,586,8479,6.911192,21,806,10935,7.370828,0.459636,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,虹龍洞,Normalクリア,17,1645,8479,19.400873,21,1805,10935,16.50663,-2.894243,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,虹龍洞,未購入,17,4151,8479,48.956245,21,6271,10935,57.347965,8.39172,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,輝針城,Easyクリア,11,1368,8902,15.367333,21,958,10850,8.829493,-6.53784,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,輝針城,Easy未クリア,11,910,8902,10.222422,21,693,10850,6.387097,-3.835325,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,輝針城,Hardクリア,11,573,8902,6.436756,21,473,10850,4.359447,-2.077309,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,輝針城,Lunaticクリア,11,435,8902,4.886542,21,640,10850,5.898618,1.012076,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,輝針城,Normalクリア,11,2600,8902,29.20692,21,1851,10850,17.059908,-12.147012,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,輝針城,未購入,11,3016,8902,33.880027,21,6235,10850,57.465438,23.585411,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,風神録,Easyクリア,11,1113,9103,12.226738,21,1154,11441,10.086531,-2.140207,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,風神録,Easy未クリア,11,847,9103,9.304625,21,961,11441,8.399615,-0.90501,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,風神録,Hardクリア,11,1057,9103,11.611557,21,818,11441,7.149725,-4.461832,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,風神録,Lunaticクリア,11,644,9103,7.074591,21,888,11441,7.761559,0.686968,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,風神録,Normalクリア,11,3299,9103,36.2408,21,2768,11441,24.193689,-12.047111,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,風神録,未購入,11,2143,9103,23.54169,21,4852,11441,42.40888,18.86719,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,鬼形獣,Easyクリア,16,1359,10678,12.727102,21,988,10831,9.121965,-3.605137,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,鬼形獣,Easy未クリア,16,962,10678,9.009178,21,564,10831,5.207275,-3.801903,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,鬼形獣,Hardクリア,16,495,10678,4.6357,21,454,10831,4.191672,-0.444028,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,鬼形獣,Lunaticクリア,16,490,10678,4.588874,21,632,10831,5.835103,1.246229,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,鬼形獣,Normalクリア,16,2185,10678,20.462633,21,1824,10831,16.84055,-3.622083,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_all_respondents,鬼形獣,未購入,16,5187,10678,48.576512,21,6369,10831,58.803435,10.226923,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
cleared_title,title_clear_level_early_overall,妖々夢,Easyクリア,3,342,2868,11.924686,4,484,2917,16.592389,4.667703,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,妖々夢,Hardクリア,3,768,2868,26.778243,4,621,2917,21.288996,-5.489247,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,妖々夢,Lunaticクリア,3,324,2868,11.297071,4,259,2917,8.878985,-2.418086,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,妖々夢,Normalクリア,3,1264,2868,44.072524,4,1362,2917,46.691807,2.619283,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,永夜抄,Easyクリア,3,394,2864,13.756983,4,426,2949,14.445575,0.688592,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,永夜抄,Hardクリア,3,851,2864,29.713687,4,809,2949,27.433028,-2.280659,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,永夜抄,Lunaticクリア,3,449,2864,15.677374,4,490,2949,16.615802,0.938428,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,永夜抄,Normalクリア,3,1081,2864,37.744413,4,1143,2949,38.758901,1.014488,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,紅魔郷,Easyクリア,3,308,2864,10.75419,4,441,2862,15.408805,4.654615,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,紅魔郷,Hardクリア,3,603,2864,21.054469,4,518,2862,18.099231,-2.955238,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,紅魔郷,Lunaticクリア,3,167,2864,5.831006,4,133,2862,4.6471,-1.183906,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_early_overall,紅魔郷,Normalクリア,3,1428,2864,49.860335,4,1476,2862,51.572327,1.711992,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
cleared_title,title_clear_level_legacy_player_subcohort,地霊殿,Easyクリア,6,3430,12929,26.529507,10,2522,11065,22.792589,-3.736918,5,"[6,7,8,9,10]",[],http://thwiki.info/th/vote6/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
cleared_title,title_clear_level_legacy_player_subcohort,地霊殿,Hardクリア,6,843,12929,6.520226,10,1081,11065,9.769544,3.249318,5,"[6,7,8,9,10]",[],http://thwiki.info/th/vote6/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
cleared_title,title_clear_level_legacy_player_subcohort,地霊殿,Lunaticクリア,6,507,12929,3.921417,10,740,11065,6.687754,2.766337,5,"[6,7,8,9,10]",[],http://thwiki.info/th/vote6/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
