id,vote,first,info,type,chara1,charaName1,chara2,charaName2,chara3,charaName3,male,female,hmratio,hfratio,hmaratio,hfaratio,vector1,vector2,vector0,vector3,ratio,vratio
215,33,13,<a href='./?m=info&type=cp&id=039054000' target='_blank'>点击查看详情</a>,1,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·亚玛萨那度</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,0,-,27,6,81.82%,18.18%,0.41%,0.4%,48.48%,6.06%,45.45%,-,39.39%,0.6%
216,1,1,<a href='./?m=info&type=cp&id=016040041' target='_blank'>点击查看详情</a>,1,16,<a href='./?m=info&type=chara&id=16' target='_blank'>莉莉白</a>,40,<a href='./?m=info&type=chara&id=40' target='_blank'>秋静叶</a>,41,<a href='./?m=info&type=chara&id=41' target='_blank'>秋穰子</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,100%,0.02%
217,10,0,<a href='./?m=info&type=cp&id=013134135' target='_blank'>点击查看详情</a>,1,13,<a href='./?m=info&type=chara&id=13' target='_blank'>蕾蒂·霍瓦特洛克</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,8,2,80%,20%,0.12%,0.13%,10%,40%,50%,0%,,0.18%
218,5,1,<a href='./?m=info&type=cp&id=192200000' target='_blank'>点击查看详情</a>,1,192,<a href='./?m=info&type=chara&id=192' target='_blank'>酒吧老板</a>,200,<a href='./?m=info&type=chara&id=200' target='_blank'>酒吧客人</a>,0,-,4,1,80%,20%,0.06%,0.07%,20%,0%,80%,-,20%,0.09%
219,28,6,<a href='./?m=info&type=cp&id=059065000' target='_blank'>点击查看详情</a>,1,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,0,-,26,2,92.86%,7.14%,0.4%,0.13%,21.43%,7.14%,71.43%,-,21.43%,0.51%
220,3,2,<a href='./?m=info&type=cp&id=023032037' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,3,0,100%,0%,0.05%,0%,66.67%,0%,33.33%,0%,66.67%,0.05%
221,6,0,<a href='./?m=info&type=cp&id=020021024' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,24,<a href='./?m=info&type=chara&id=24' target='_blank'>魂魄妖忌</a>,6,0,100%,0%,0.09%,0%,16.67%,66.67%,16.67%,0%,,0.11%
222,2,0,<a href='./?m=info&type=cp&id=031033034' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,2,0,100%,0%,0.03%,0%,0%,50%,50%,0%,,0.04%
223,1,1,<a href='./?m=info&type=cp&id=011118000' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,0,-,1,0,100%,0%,0.02%,0%,0%,100%,0%,-,100%,0.02%
224,1,0,<a href='./?m=info&type=cp&id=011134000' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
225,27,4,<a href='./?m=info&type=cp&id=027037000' target='_blank'>点击查看详情</a>,1,27,<a href='./?m=info&type=chara&id=27' target='_blank'>莉格露·奈特巴格</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,0,-,17,10,62.96%,37.04%,0.26%,0.67%,22.22%,40.74%,37.04%,-,14.81%,0.49%
226,1,1,<a href='./?m=info&type=cp&id=001084000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,100%,0.02%
227,56,8,<a href='./?m=info&type=cp&id=065084000' target='_blank'>点击查看详情</a>,1,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,0,-,40,16,71.43%,28.57%,0.61%,1.07%,19.64%,30.36%,50%,-,14.29%,1.02%
228,3,0,<a href='./?m=info&type=cp&id=059084000' target='_blank'>点击查看详情</a>,1,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,0,-,3,0,100%,0%,0.05%,0%,0%,66.67%,33.33%,-,,0.05%
229,7,2,<a href='./?m=info&type=cp&id=021023032' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,5,2,71.43%,28.57%,0.08%,0.13%,0%,57.14%,42.86%,0%,28.57%,0.13%
230,12,3,<a href='./?m=info&type=cp&id=130131000' target='_blank'>点击查看详情</a>,1,130,<a href='./?m=info&type=chara&id=130' target='_blank'>雪</a>,131,<a href='./?m=info&type=chara&id=131' target='_blank'>舞</a>,0,-,7,5,58.33%,41.67%,0.11%,0.33%,33.33%,16.67%,50%,-,25%,0.22%
231,18,1,<a href='./?m=info&type=cp&id=126127000' target='_blank'>点击查看详情</a>,1,126,<a href='./?m=info&type=chara&id=126' target='_blank'>梦月</a>,127,<a href='./?m=info&type=chara&id=127' target='_blank'>幻月</a>,0,-,11,7,61.11%,38.89%,0.17%,0.47%,16.67%,27.78%,55.56%,-,5.56%,0.33%
232,92,25,<a href='./?m=info&type=cp&id=006011000' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,0,-,70,21,76.09%,22.83%,1.07%,1.4%,23.91%,20.65%,55.43%,-,27.17%,1.67%
233,2,1,<a href='./?m=info&type=cp&id=021023064' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,2,0,100%,0%,0.03%,0%,0%,0%,50%,50%,50%,0.04%
234,1,0,<a href='./?m=info&type=cp&id=032032000' target='_blank'>点击查看详情</a>,1,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
235,5,1,<a href='./?m=info&type=cp&id=084085097' target='_blank'>点击查看详情</a>,1,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,85,<a href='./?m=info&type=chara&id=85' target='_blank'>少名针妙丸</a>,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,4,1,80%,20%,0.06%,0.07%,40%,0%,60%,0%,20%,0.09%
236,3,0,<a href='./?m=info&type=cp&id=136145146' target='_blank'>点击查看详情</a>,1,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,145,<a href='./?m=info&type=chara&id=145' target='_blank'>茨木华扇</a>,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,1,2,33.33%,66.67%,0.02%,0.13%,0%,0%,100%,0%,,0.05%
237,2,1,<a href='./?m=info&type=cp&id=039136000' target='_blank'>点击查看详情</a>,1,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·亚玛萨那度</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,0,-,1,1,50%,50%,0.02%,0.07%,50%,0%,50%,-,50%,0.04%
238,7,1,<a href='./?m=info&type=cp&id=037039000' target='_blank'>点击查看详情</a>,1,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·亚玛萨那度</a>,0,-,3,4,42.86%,57.14%,0.05%,0.27%,28.57%,0%,71.43%,-,14.29%,0.13%
239,5,0,<a href='./?m=info&type=cp&id=060137000' target='_blank'>点击查看详情</a>,1,60,<a href='./?m=info&type=chara&id=60' target='_blank'>云山</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,5,0,100%,0%,0.08%,0%,20%,0%,80%,-,,0.09%
240,8,0,<a href='./?m=info&type=cp&id=087134000' target='_blank'>点击查看详情</a>,1,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,0,-,7,1,87.5%,12.5%,0.11%,0.07%,0%,0%,100%,-,,0.15%
241,1,0,<a href='./?m=info&type=cp&id=034156000' target='_blank'>点击查看详情</a>,1,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,156,<a href='./?m=info&type=chara&id=156' target='_blank'>岩笠</a>,0,-,0,0,0%,0%,,,100%,0%,0%,-,,0.02%
242,3,2,<a href='./?m=info&type=cp&id=023023000' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,0,-,2,1,66.67%,33.33%,0.03%,0.07%,0%,0%,100%,-,66.67%,0.05%
243,3,0,<a href='./?m=info&type=cp&id=057075077' target='_blank'>点击查看详情</a>,1,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,2,1,66.67%,33.33%,0.03%,0.07%,33.33%,0%,33.33%,33.33%,,0.05%
244,6,2,<a href='./?m=info&type=cp&id=011057077' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,6,0,100%,0%,0.09%,0%,0%,33.33%,66.67%,0%,33.33%,0.11%
245,6,1,<a href='./?m=info&type=cp&id=015036000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,36,<a href='./?m=info&type=chara&id=36' target='_blank'>梅蒂欣·梅兰可莉</a>,0,-,6,0,100%,0%,0.09%,0%,66.67%,0%,33.33%,-,16.67%,0.11%
246,2,0,<a href='./?m=info&type=cp&id=097098100' target='_blank'>点击查看详情</a>,1,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,98,<a href='./?m=info&type=chara&id=98' target='_blank'>克劳恩皮丝</a>,100,<a href='./?m=info&type=chara&id=100' target='_blank'>赫卡提亚·拉碧斯拉祖利</a>,1,1,50%,50%,0.02%,0.07%,0%,50%,0%,50%,,0.04%
247,1,1,<a href='./?m=info&type=cp&id=001013018' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,13,<a href='./?m=info&type=chara&id=13' target='_blank'>蕾蒂·霍瓦特洛克</a>,18,<a href='./?m=info&type=chara&id=18' target='_blank'>梅露兰·普莉兹姆利巴</a>,0,0,0%,0%,,,0%,0%,100%,0%,100%,0.02%
248,1,0,<a href='./?m=info&type=cp&id=013018000' target='_blank'>点击查看详情</a>,1,13,<a href='./?m=info&type=chara&id=13' target='_blank'>蕾蒂·霍瓦特洛克</a>,18,<a href='./?m=info&type=chara&id=18' target='_blank'>梅露兰·普莉兹姆利巴</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
249,1,0,<a href='./?m=info&type=cp&id=001013000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,13,<a href='./?m=info&type=chara&id=13' target='_blank'>蕾蒂·霍瓦特洛克</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
250,11,0,<a href='./?m=info&type=cp&id=021028000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,0,-,8,3,72.73%,27.27%,0.12%,0.2%,90.91%,0%,9.09%,-,,0.2%
251,23,5,<a href='./?m=info&type=cp&id=009015000' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,0,-,12,11,52.17%,47.83%,0.18%,0.73%,47.83%,17.39%,34.78%,-,21.74%,0.42%
252,52,7,<a href='./?m=info&type=cp&id=073074000' target='_blank'>点击查看详情</a>,1,73,<a href='./?m=info&type=chara&id=73' target='_blank'>苏我屠自古</a>,74,<a href='./?m=info&type=chara&id=74' target='_blank'>物部布都</a>,0,-,19,33,36.54%,63.46%,0.29%,2.2%,15.38%,23.08%,61.54%,-,13.46%,0.95%
253,2,0,<a href='./?m=info&type=cp&id=135192000' target='_blank'>点击查看详情</a>,1,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,192,<a href='./?m=info&type=chara&id=192' target='_blank'>酒吧老板</a>,0,-,1,1,50%,50%,0.02%,0.07%,50%,0%,50%,-,,0.04%
254,6,2,<a href='./?m=info&type=cp&id=054097000' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,0,-,6,0,100%,0%,0.09%,0%,100%,0%,0%,-,33.33%,0.11%
255,1,0,<a href='./?m=info&type=cp&id=045077000' target='_blank'>点击查看详情</a>,1,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
256,2,0,<a href='./?m=info&type=cp&id=005027037' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,27,<a href='./?m=info&type=chara&id=27' target='_blank'>莉格露·奈特巴格</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,2,0,100%,0%,0.03%,0%,0%,0%,100%,0%,,0.04%
257,2,1,<a href='./?m=info&type=cp&id=004005027' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,27,<a href='./?m=info&type=chara&id=27' target='_blank'>莉格露·奈特巴格</a>,0,0,0%,0%,,,0%,100%,0%,0%,50%,0.04%
258,10,1,<a href='./?m=info&type=cp&id=046064075' target='_blank'>点击查看详情</a>,1,46,<a href='./?m=info&type=chara&id=46' target='_blank'>八坂神奈子</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,9,1,90%,10%,0.14%,0.07%,20%,0%,80%,0%,10%,0.18%
259,1,0,<a href='./?m=info&type=cp&id=019028070' target='_blank'>点击查看详情</a>,1,19,<a href='./?m=info&type=chara&id=19' target='_blank'>莉莉卡·普莉兹姆利巴</a>,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,70,<a href='./?m=info&type=chara&id=70' target='_blank'>幽谷响子</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,,0.02%
260,3,1,<a href='./?m=info&type=cp&id=001002146' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,2,1,66.67%,33.33%,0.03%,0.07%,66.67%,0%,33.33%,0%,33.33%,0.05%
261,1,0,<a href='./?m=info&type=cp&id=004005098' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,98,<a href='./?m=info&type=chara&id=98' target='_blank'>克劳恩皮丝</a>,1,0,100%,0%,0.02%,0%,0%,0%,0%,100%,,0.02%
262,96,17,<a href='./?m=info&type=cp&id=035069000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,69,<a href='./?m=info&type=chara&id=69' target='_blank'>姬海棠果</a>,0,-,71,25,73.96%,26.04%,1.08%,1.67%,43.75%,6.25%,50%,-,17.71%,1.75%
263,24,4,<a href='./?m=info&type=cp&id=002009000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,0,-,9,15,37.5%,62.5%,0.14%,1%,4.17%,41.67%,54.17%,-,16.67%,0.44%
264,17,4,<a href='./?m=info&type=cp&id=001145000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,145,<a href='./?m=info&type=chara&id=145' target='_blank'>茨木华扇</a>,0,-,15,2,88.24%,11.76%,0.23%,0.13%,11.76%,29.41%,58.82%,-,23.53%,0.31%
265,20,5,<a href='./?m=info&type=cp&id=072075000' target='_blank'>点击查看详情</a>,1,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,0,-,6,14,30%,70%,0.09%,0.93%,20%,15%,65%,-,25%,0.36%
266,12,3,<a href='./?m=info&type=cp&id=082086000' target='_blank'>点击查看详情</a>,1,82,<a href='./?m=info&type=chara&id=82' target='_blank'>九十九弁弁</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,0,-,3,9,25%,75%,0.05%,0.6%,8.33%,50%,41.67%,-,25%,0.22%
267,9,1,<a href='./?m=info&type=cp&id=079080000' target='_blank'>点击查看详情</a>,1,79,<a href='./?m=info&type=chara&id=79' target='_blank'>若鹭姬</a>,80,<a href='./?m=info&type=chara&id=80' target='_blank'>赤蛮奇</a>,0,-,2,7,22.22%,77.78%,0.03%,0.47%,0%,66.67%,33.33%,-,11.11%,0.16%
268,36,1,<a href='./?m=info&type=cp&id=094095000' target='_blank'>点击查看详情</a>,1,94,<a href='./?m=info&type=chara&id=94' target='_blank'>清兰</a>,95,<a href='./?m=info&type=chara&id=95' target='_blank'>铃瑚</a>,0,-,24,12,66.67%,33.33%,0.37%,0.8%,11.11%,27.78%,61.11%,-,2.78%,0.65%
269,6,1,<a href='./?m=info&type=cp&id=036042000' target='_blank'>点击查看详情</a>,1,36,<a href='./?m=info&type=chara&id=36' target='_blank'>梅蒂欣·梅兰可莉</a>,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,0,-,5,1,83.33%,16.67%,0.08%,0.07%,16.67%,33.33%,50%,-,16.67%,0.11%
270,1,1,<a href='./?m=info&type=cp&id=001002057' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,1,0,100%,0%,0.02%,0%,0%,0%,0%,100%,100%,0.02%
271,3,2,<a href='./?m=info&type=cp&id=137137000' target='_blank'>点击查看详情</a>,1,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,3,0,100%,0%,0.05%,0%,0%,0%,100%,-,66.67%,0.05%
272,2,1,<a href='./?m=info&type=cp&id=064137000' target='_blank'>点击查看详情</a>,1,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,2,0,100%,0%,0.03%,0%,50%,0%,50%,-,50%,0.04%
273,1,0,<a href='./?m=info&type=cp&id=137178000' target='_blank'>点击查看详情</a>,1,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,178,<a href='./?m=info&type=chara&id=178' target='_blank'>占卜师（易者）</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
274,1,0,<a href='./?m=info&type=cp&id=038137000' target='_blank'>点击查看详情</a>,1,38,<a href='./?m=info&type=chara&id=38' target='_blank'>小野塚小町</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
275,1,1,<a href='./?m=info&type=cp&id=056118000' target='_blank'>点击查看详情</a>,1,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,100%,0.02%
276,14,3,<a href='./?m=info&type=cp&id=178193000' target='_blank'>点击查看详情</a>,1,178,<a href='./?m=info&type=chara&id=178' target='_blank'>占卜师（易者）</a>,193,<a href='./?m=info&type=chara&id=193' target='_blank'>长相酷似周杰伦的参拜客</a>,0,-,10,4,71.43%,28.57%,0.15%,0.27%,0%,28.57%,71.43%,-,21.43%,0.25%
277,2,1,<a href='./?m=info&type=cp&id=134135200' target='_blank'>点击查看详情</a>,1,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,200,<a href='./?m=info&type=chara&id=200' target='_blank'>酒吧客人</a>,2,0,100%,0%,0.03%,0%,0%,50%,0%,50%,50%,0.04%
278,14,1,<a href='./?m=info&type=cp&id=062064000' target='_blank'>点击查看详情</a>,1,62,<a href='./?m=info&type=chara&id=62' target='_blank'>村纱水蜜</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,0,-,5,9,35.71%,64.29%,0.08%,0.6%,7.14%,28.57%,64.29%,-,7.14%,0.25%
279,2,0,<a href='./?m=info&type=cp&id=002008011' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,2,0,100%,0%,0.03%,0%,100%,0%,0%,0%,,0.04%
280,2,0,<a href='./?m=info&type=cp&id=006007008' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,7,<a href='./?m=info&type=chara&id=7' target='_blank'>小恶魔</a>,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,2,0,100%,0%,0.03%,0%,50%,0%,50%,0%,,0.04%
281,4,2,<a href='./?m=info&type=cp&id=002010011' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,2,2,50%,50%,0.03%,0.13%,0%,0%,50%,50%,50%,0.07%
282,5,0,<a href='./?m=info&type=cp&id=042048000' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,48,<a href='./?m=info&type=chara&id=48' target='_blank'>永江衣玖</a>,0,-,3,2,60%,40%,0.05%,0.13%,0%,60%,40%,-,,0.09%
283,2,1,<a href='./?m=info&type=cp&id=037064000' target='_blank'>点击查看详情</a>,1,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,0,-,2,0,100%,0%,0.03%,0%,50%,0%,50%,-,50%,0.04%
284,1,1,<a href='./?m=info&type=cp&id=012137000' target='_blank'>点击查看详情</a>,1,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,100%,0.02%
285,4,1,<a href='./?m=info&type=cp&id=107133000' target='_blank'>点击查看详情</a>,1,107,<a href='./?m=info&type=chara&id=107' target='_blank'>萨丽爱尔</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,0,-,3,1,75%,25%,0.05%,0.07%,50%,25%,25%,-,25%,0.07%
286,51,16,<a href='./?m=info&type=cp&id=015037000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,0,-,34,17,66.67%,33.33%,0.52%,1.13%,5.88%,56.86%,37.25%,-,31.37%,0.93%
287,16,5,<a href='./?m=info&type=cp&id=054055056' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,55,<a href='./?m=info&type=chara&id=55' target='_blank'>火焰猫燐</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,15,1,93.75%,6.25%,0.23%,0.07%,25%,18.75%,43.75%,12.5%,31.25%,0.29%
288,1,0,<a href='./?m=info&type=cp&id=032117118' target='_blank'>点击查看详情</a>,1,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,117,<a href='./?m=info&type=chara&id=117' target='_blank'>北白河千百合</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,0,0,0%,0%,,,0%,0%,100%,0%,,0.02%
289,1,1,<a href='./?m=info&type=cp&id=029029000' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,100%,0.02%
