original_page,original_name_jp,original_name_cn,first_release_work,first_release_date,first_release_date_raw,arrangement_count,vocal_count,arrange_count,dated_arrangement_count,undated_arrangement_count,timeline_available,source_page_url,source_frontend_url,count_basis,observed_at_utc
灵知的太阳信仰 ～ Nuclear Fusion,霊知の太陽信仰　～ Nuclear Fusion,灵知的太阳信仰　～ Nuclear Fusion,东方地灵殿,2008-08-16,1/2008/8/16,1635,511,1124,1628,7,True,https://thwiki.cc/%E7%81%B5%E7%9F%A5%E7%9A%84%E5%A4%AA%E9%98%B3%E4%BF%A1%E4%BB%B0_%EF%BD%9E_Nuclear_Fusion,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
灵魂安息之所,魂の休らむ所,灵魂安息之所,东方怪绮谈,1998-12-30,1/1998/12/30,28,9,19,28,0,True,https://thwiki.cc/%E7%81%B5%E9%AD%82%E5%AE%89%E6%81%AF%E4%B9%8B%E6%89%80,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
熙攘市场今何在 ～ Immemorial Marketeers,あの賑やかな市場は今どこに　～ Immemorial Marketeers,熙攘市场今何在　～ Immemorial Marketeers,东方虹龙洞,2021-05-04,1/2021/5/4,257,75,182,257,0,True,https://thwiki.cc/%E7%86%99%E6%94%98%E5%B8%82%E5%9C%BA%E4%BB%8A%E4%BD%95%E5%9C%A8_%EF%BD%9E_Immemorial_Marketeers,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
燃起犯规的狼烟,反則の狼煙を上げろ,燃起犯规的狼烟,弹幕天邪鬼,2014-05-11,1/2014/5/11,34,6,28,34,0,True,https://thwiki.cc/%E7%87%83%E8%B5%B7%E7%8A%AF%E8%A7%84%E7%9A%84%E7%8B%BC%E7%83%9F,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
燕石博物志所带来的黑暗,燕石博物誌が連れてきた闇,燕石博物志所带来的黑暗,旧约酒馆,2016-08-13,1/2016/8/13,102,36,66,101,1,True,https://thwiki.cc/%E7%87%95%E7%9F%B3%E5%8D%9A%E7%89%A9%E5%BF%97%E6%89%80%E5%B8%A6%E6%9D%A5%E7%9A%84%E9%BB%91%E6%9A%97,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
特佩斯的年幼末裔,ツェペシュの幼き末裔,特佩斯的年幼末裔,东方红魔乡,2002-08-11,1/2002/8/11,691,186,505,690,1,True,https://thwiki.cc/%E7%89%B9%E4%BD%A9%E6%96%AF%E7%9A%84%E5%B9%B4%E5%B9%BC%E6%9C%AB%E8%A3%94,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
特洛伊群的密林,トロヤ群の密林,特洛伊群的密林,鸟船遗迹,2012-04-30,1/2012/4/30,190,60,130,190,0,True,https://thwiki.cc/%E7%89%B9%E6%B4%9B%E4%BC%8A%E7%BE%A4%E7%9A%84%E5%AF%86%E6%9E%97,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
狂气之瞳 ～ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,狂气之瞳　～ Invisible Full Moon,东方永夜抄,2004-08-15,1/2004/8/15,1998,705,1293,1992,6,True,https://thwiki.cc/%E7%8B%82%E6%B0%94%E4%B9%8B%E7%9E%B3_%EF%BD%9E_Invisible_Full_Moon,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
独一无二的投影,唯一無二のシミュラークル,独一无二的投影,INDIE Live Expo,2020-11-07,1/2020/11/7,5,0,5,5,0,True,https://thwiki.cc/%E7%8B%AC%E4%B8%80%E6%97%A0%E4%BA%8C%E7%9A%84%E6%8A%95%E5%BD%B1,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
独自一人的常陆行路,ひとりぼっちの常陸行路,独自一人的常陆行路,七夕坂梦幻能,2024-05-03,1/2024/5/3,40,12,28,40,0,True,https://thwiki.cc/%E7%8B%AC%E8%87%AA%E4%B8%80%E4%BA%BA%E7%9A%84%E5%B8%B8%E9%99%86%E8%A1%8C%E8%B7%AF,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
猎鹿旧忆回潮,鹿狩りのレミニセンス,猎鹿旧忆回潮,东方锦上京,2025-08-17,1/2025/8/17,52,18,34,51,1,True,https://thwiki.cc/%E7%8C%8E%E9%B9%BF%E6%97%A7%E5%BF%86%E5%9B%9E%E6%BD%AE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
献给已逝公主的七重奏,亡き王女の為のセプテット,献给已逝公主的七重奏,东方红魔乡,2002-08-11,1/2002/8/11,4732,1609,3123,4711,21,True,https://thwiki.cc/%E7%8C%AE%E7%BB%99%E5%B7%B2%E9%80%9D%E5%85%AC%E4%B8%BB%E7%9A%84%E4%B8%83%E9%87%8D%E5%A5%8F,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
现代妖怪殖民地,妖怪モダンコロニー,现代妖怪殖民地,东方文花帖DS,2010-03-14,1/2010/3/14,159,44,115,158,1,True,https://thwiki.cc/%E7%8E%B0%E4%BB%A3%E5%A6%96%E6%80%AA%E6%AE%96%E6%B0%91%E5%9C%B0,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
珍奇的上海古牌,キュアリアス上海古牌,珍奇的上海古牌,东方幻想麻将,2009-03-08,1/2009/3/8,51,15,36,51,0,True,https://thwiki.cc/%E7%8F%8D%E5%A5%87%E7%9A%84%E4%B8%8A%E6%B5%B7%E5%8F%A4%E7%89%8C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
甲论乙驳,甲論乙駁,甲论乙驳,东方绯想天,2008-05-25,1/2008/5/25,16,1,15,16,0,True,https://thwiki.cc/%E7%94%B2%E8%AE%BA%E4%B9%99%E9%A9%B3,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
畜生们的小憩,畜生達の休息,畜生们的小憩,东方鬼形兽,2019-08-12,1/2019/8/12,9,0,9,9,0,True,https://thwiki.cc/%E7%95%9C%E7%94%9F%E4%BB%AC%E7%9A%84%E5%B0%8F%E6%86%A9,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
疑惑的萌芽,疑惑の芽生え,疑惑的萌芽,东方凭依华,2017-12-29,1/2017/12/29,0,0,0,0,0,True,https://thwiki.cc/%E7%96%91%E6%83%91%E7%9A%84%E8%90%8C%E8%8A%BD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
白色旅人,白い旅人,白色旅人,东方天空璋,2017-08-11,1/2017/8/11,48,11,37,48,0,True,https://thwiki.cc/%E7%99%BD%E8%89%B2%E6%97%85%E4%BA%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
相信可能性,可能性を信じて,相信可能性,东方深秘录,2015-05-10,1/2015/5/10,1,0,1,1,0,True,https://thwiki.cc/%E7%9B%B8%E4%BF%A1%E5%8F%AF%E8%83%BD%E6%80%A7,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
眷爱众生之神 ～ Romantic Fall,人恋し神様　～ Romantic Fall,眷爱众生之神　～ Romantic Fall,东方风神录体验版,2007-05-20,1/2007/5/20,706,174,532,701,5,True,https://thwiki.cc/%E7%9C%B7%E7%88%B1%E4%BC%97%E7%94%9F%E4%B9%8B%E7%A5%9E_%EF%BD%9E_Romantic_Fall,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
知晓真相之人,真実を知る者,知晓真相之人,东方深秘录,2015-05-10,1/2015/5/10,2,0,2,2,0,True,https://thwiki.cc/%E7%9F%A5%E6%99%93%E7%9C%9F%E7%9B%B8%E4%B9%8B%E4%BA%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
石之婴儿与水中牛,石の赤子と水中の牛,石之婴儿与水中牛,东方鬼形兽体验版,2019-05-05,1/2019/5/5,76,25,51,76,0,True,https://thwiki.cc/%E7%9F%B3%E4%B9%8B%E5%A9%B4%E5%84%BF%E4%B8%8E%E6%B0%B4%E4%B8%AD%E7%89%9B,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
破邪的小太刀,破邪の小太刀,破邪的小太刀,东方灵异传,1996-11-03,1/1996/11/3,37,12,25,37,0,True,https://thwiki.cc/%E7%A0%B4%E9%82%AA%E7%9A%84%E5%B0%8F%E5%A4%AA%E5%88%80,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
碎月,砕月,碎月,东方萃梦想,2004-12-30,1/2004/12/30,1505,471,1034,1499,6,True,https://thwiki.cc/%E7%A2%8E%E6%9C%88,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
神代矿石,神代鉱石,神代矿石,东方虹龙洞,2021-05-04,1/2021/5/4,79,22,57,79,0,True,https://thwiki.cc/%E7%A5%9E%E4%BB%A3%E7%9F%BF%E7%9F%B3,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
神圣庄严的古战场 ～ Suwa Foughten Field,神さびた古戦場　～ Suwa Foughten Field,神圣庄严的古战场　～ Suwa Foughten Field,东方风神录,2007-08-17,1/2007/8/17,1257,414,843,1254,3,True,https://thwiki.cc/%E7%A5%9E%E5%9C%A3%E5%BA%84%E4%B8%A5%E7%9A%84%E5%8F%A4%E6%88%98%E5%9C%BA_%EF%BD%9E_Suwa_Foughten_Field,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
神域的捉迷藏生活,神域のかくれんぼ暮らし,神域的捉迷藏生活,东方三月精O1,2010-03-20,1/2010/3/20,19,4,15,19,0,True,https://thwiki.cc/%E7%A5%9E%E5%9F%9F%E7%9A%84%E6%8D%89%E8%BF%B7%E8%97%8F%E7%94%9F%E6%B4%BB,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
神明降下恩惠之雨 ～ Sylphid Dream,神は恵みの雨を降らす　～ Sylphid Dream,神明降下恩惠之雨　～ Sylphid Dream,东方风神录,2007-08-17,1/2007/8/17,198,46,152,198,0,True,https://thwiki.cc/%E7%A5%9E%E6%98%8E%E9%99%8D%E4%B8%8B%E6%81%A9%E6%83%A0%E4%B9%8B%E9%9B%A8_%EF%BD%9E_Sylphid_Dream,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
神社,神社,神社,东方怪绮谈,1998-12-30,1/1998/12/30,35,8,27,35,0,True,https://thwiki.cc/%E7%A5%9E%E7%A4%BE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
神社的新风,神社の新しい風,神社的新风,东方神灵庙,2011-08-13,1/2011/8/13,34,5,29,34,0,True,https://thwiki.cc/%E7%A5%9E%E7%A4%BE%E7%9A%84%E6%96%B0%E9%A3%8E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
神秘的人偶 ～ God Knows,エニグマティクドール　～ God Knows,神秘的人偶　～ God Knows,稀翁玉,2001-12-30,1/2001/12/30,83,13,70,83,0,True,https://thwiki.cc/%E7%A5%9E%E7%A7%98%E7%9A%84%E4%BA%BA%E5%81%B6_%EF%BD%9E_God_Knows,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
神篱，如紫色火焰般燃烧,ひもろぎ、むらさきにもえ,神篱，如紫色火焰般燃烧,东方封魔录,1997-08-15,1/1997/8/15,73,16,57,73,0,True,https://thwiki.cc/%E7%A5%9E%E7%AF%B1%EF%BC%8C%E5%A6%82%E7%B4%AB%E8%89%B2%E7%81%AB%E7%84%B0%E8%88%AC%E7%87%83%E7%83%A7,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
神话幻想 ～ Infinite Being,神話幻想　～ Infinite Being,神话幻想　～ Infinite Being,东方怪绮谈,1998-12-30,1/1998/12/30,263,56,207,261,2,True,https://thwiki.cc/%E7%A5%9E%E8%AF%9D%E5%B9%BB%E6%83%B3_%EF%BD%9E_Infinite_Being,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
祭司王约翰的黄金境,プレステ・ジョアンの黄金境,祭司王约翰的黄金境,东方锦上京体验版,2025-05-05,1/2025/5/5,54,13,41,53,1,True,https://thwiki.cc/%E7%A5%AD%E5%8F%B8%E7%8E%8B%E7%BA%A6%E7%BF%B0%E7%9A%84%E9%BB%84%E9%87%91%E5%A2%83,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
祸机,禍機,祸机,东方萃梦想,2004-12-30,1/2004/12/30,5,2,3,5,0,True,https://thwiki.cc/%E7%A5%B8%E6%9C%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
禁忌之门对侧，是此世还是彼世,禁断の扉の向こうは、この世かあの世か,禁忌之门对侧，是此世还是彼世,东方天空璋,2017-08-11,1/2017/8/11,108,19,89,108,0,True,https://thwiki.cc/%E7%A6%81%E5%BF%8C%E4%B9%8B%E9%97%A8%E5%AF%B9%E4%BE%A7%EF%BC%8C%E6%98%AF%E6%AD%A4%E4%B8%96%E8%BF%98%E6%98%AF%E5%BD%BC%E4%B8%96,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
禁忌的膜壁,禁忌の膜壁,禁忌的膜壁,燕石博物志,2016-05-08,1/2016/5/8,107,40,67,107,0,True,https://thwiki.cc/%E7%A6%81%E5%BF%8C%E7%9A%84%E8%86%9C%E5%A3%81,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
禁忌的魔法 ～ Forbidden Magic,禁断の魔法　～ Forbidden Magic,禁忌的魔法　～ Forbidden Magic,东方怪绮谈,1998-12-30,1/1998/12/30,109,26,83,108,1,True,https://thwiki.cc/%E7%A6%81%E5%BF%8C%E7%9A%84%E9%AD%94%E6%B3%95_%EF%BD%9E_Forbidden_Magic,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
秋霜玉 ～ Clockworks,秋霜玉　～ Clockworks,秋霜玉　～ Clockworks,秋霜玉,2000-12-30,1/2000/12/30,16,0,16,16,0,True,https://thwiki.cc/%E7%A7%8B%E9%9C%9C%E7%8E%89_%EF%BD%9E_Clockworks,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
科学世纪的少年少女,科学世紀の少年少女,科学世纪的少年少女,梦违科学世纪,2004-12-30,1/2004/12/30,224,70,154,222,2,True,https://thwiki.cc/%E7%A7%91%E5%AD%A6%E4%B8%96%E7%BA%AA%E7%9A%84%E5%B0%91%E5%B9%B4%E5%B0%91%E5%A5%B3,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
秘境的人鱼,秘境のマーメイド,秘境的人鱼,东方辉针城体验版,2013-05-26,1/2013/5/26,330,130,200,328,2,True,https://thwiki.cc/%E7%A7%98%E5%A2%83%E7%9A%84%E4%BA%BA%E9%B1%BC,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
秘神摩多罗 ～ Hidden Star in All Seasons.,秘神マターラ　～ Hidden Star in All Seasons.,秘神摩多罗　～ Hidden Star in All Seasons.,东方天空璋,2017-08-11,1/2017/8/11,317,111,206,317,0,True,https://thwiki.cc/%E7%A7%98%E7%A5%9E%E6%91%A9%E5%A4%9A%E7%BD%97_%EF%BD%9E_Hidden_Star_in_All_Seasons.,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
稀客,珍客,稀客,东方萃梦想,2004-12-30,1/2004/12/30,30,11,19,30,0,True,https://thwiki.cc/%E7%A8%80%E5%AE%A2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
稀翁玉 ～ Fairy Dance,稀翁玉　～ Fairy Dance,稀翁玉　～ Fairy Dance,稀翁玉体验版,2001-08-10,1/2001/8/10,10,0,10,10,0,True,https://thwiki.cc/%E7%A8%80%E7%BF%81%E7%8E%89_%EF%BD%9E_Fairy_Dance,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
空中的归路 ～ Sky Dream,空の帰り道　～ Sky Dream,空中的归路　～ Sky Dream,东方星莲船,2009-08-15,1/2009/8/15,147,39,108,147,0,True,https://thwiki.cc/%E7%A9%BA%E4%B8%AD%E7%9A%84%E5%BD%92%E8%B7%AF_%EF%BD%9E_Sky_Dream,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
空中飘浮的物体Ｘ,空に浮かぶ物体Ｘ,空中飘浮的物体Ｘ,东方非想天则,2009-08-15,1/2009/8/15,16,1,15,16,0,True,https://thwiki.cc/%E7%A9%BA%E4%B8%AD%E9%A3%98%E6%B5%AE%E7%9A%84%E7%89%A9%E4%BD%93%EF%BC%B8,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
空中飞翔的巫女不可思议的每天,空飛ぶ巫女の不思議な毎日,空中飞翔的巫女不可思议的每天,蓬莱人形,2002-08-11,1/2002/8/11,136,36,100,135,1,True,https://thwiki.cc/%E7%A9%BA%E4%B8%AD%E9%A3%9E%E7%BF%94%E7%9A%84%E5%B7%AB%E5%A5%B3%E4%B8%8D%E5%8F%AF%E6%80%9D%E8%AE%AE%E7%9A%84%E6%AF%8F%E5%A4%A9,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
童祭 ～ Innocent Treasures,童祭　～ Innocent Treasures,童祭　～ Innocent Treasures,梦违科学世纪,2004-12-30,1/2004/12/30,712,219,493,709,3,True,https://thwiki.cc/%E7%AB%A5%E7%A5%AD_%EF%BD%9E_Innocent_Treasures,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
竹取飞翔 ～ Lunatic Princess,竹取飛翔　～ Lunatic Princess,竹取飞翔　～ Lunatic Princess,东方永夜抄,2004-08-15,1/2004/8/15,2681,865,1816,2678,3,True,https://thwiki.cc/%E7%AB%B9%E5%8F%96%E9%A3%9E%E7%BF%94_%EF%BD%9E_Lunatic_Princess,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
竹林大火,竹林インフレイム,竹林大火,东方深秘录,2015-05-10,1/2015/5/10,35,15,20,35,0,True,https://thwiki.cc/%E7%AB%B9%E6%9E%97%E5%A4%A7%E7%81%AB,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
第100次黑市,１００回目のブラックマーケット,第100次黑市,弹幕狂们的黑市,2022-08-14,1/2022/8/14,30,4,26,30,0,True,https://thwiki.cc/%E7%AC%AC100%E6%AC%A1%E9%BB%91%E5%B8%82,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
第六十年的东方审判 ～ Fate of Sixty Years,六十年目の東方裁判　～ Fate of Sixty Years,第六十年的东方审判　～ Fate of Sixty Years,东方花映塚,2005-08-14,1/2005/8/14,1307,403,904,1295,12,True,https://thwiki.cc/%E7%AC%AC%E5%85%AD%E5%8D%81%E5%B9%B4%E7%9A%84%E4%B8%9C%E6%96%B9%E5%AE%A1%E5%88%A4_%EF%BD%9E_Fate_of_Sixty_Years,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
红响曲 ～ Scarlet Phoneme,紅響曲　～ Scarlet Phoneme,红响曲　～ Scarlet Phoneme,东方幻想乡,1998-08-14,1/1998/8/14,68,6,62,68,0,True,https://thwiki.cc/%E7%BA%A2%E5%93%8D%E6%9B%B2_%EF%BD%9E_Scarlet_Phoneme,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
红夜,紅夜,红夜,东方萃梦想,2004-12-30,1/2004/12/30,7,1,6,7,0,True,https://thwiki.cc/%E7%BA%A2%E5%A4%9C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
红楼 ～ Eastern Dream...,紅楼　～ Eastern Dream...,红楼　～ Eastern Dream...,东方红魔乡,2002-08-11,1/2002/8/11,1204,286,918,1199,5,True,https://thwiki.cc/%E7%BA%A2%E6%A5%BC_%EF%BD%9E_Eastern_Dream...,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
绯想天,緋想天,绯想天,东方绯想天体验版,2007-08-17,1/2007/8/17,146,18,128,145,1,True,https://thwiki.cc/%E7%BB%AF%E6%83%B3%E5%A4%A9,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
绯红的少女 ～ Crimson Dead!!,真紅の少女　～ Crimson Dead!!,绯红的少女　～ Crimson Dead!!,东方怪绮谈,1998-12-30,1/1998/12/30,76,12,64,74,2,True,https://thwiki.cc/%E7%BB%AF%E7%BA%A2%E7%9A%84%E5%B0%91%E5%A5%B3_%EF%BD%9E_Crimson_Dead!!,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
绵月的符卡 ～ Lunatic Blue,綿月のスペルカード　～ Lunatic Blue,绵月的符卡　～ Lunatic Blue,东方儚月抄（漫画）上,2008-04-09,1/2008/4/9,156,27,129,156,0,True,https://thwiki.cc/%E7%BB%B5%E6%9C%88%E7%9A%84%E7%AC%A6%E5%8D%A1_%EF%BD%9E_Lunatic_Blue,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
绿意盎然的疗养院,緑のサナトリウム,绿意盎然的疗养院,伊奘诺物质,2012-08-11,1/2012/8/11,198,61,137,198,0,True,https://thwiki.cc/%E7%BB%BF%E6%84%8F%E7%9B%8E%E7%84%B6%E7%9A%84%E7%96%97%E5%85%BB%E9%99%A2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
绿眼的嫉妒,緑眼のジェラシー,绿眼的嫉妒,东方地灵殿体验版,2008-05-25,1/2008/5/25,1131,363,768,1125,6,True,https://thwiki.cc/%E7%BB%BF%E7%9C%BC%E7%9A%84%E5%AB%89%E5%A6%92,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
背叛的少女 ～ Judas Kiss,裏切りの少女　～ Judas Kiss,背叛的少女　～ Judas Kiss,东方怪绮谈,1998-12-30,1/1998/12/30,111,11,100,109,2,True,https://thwiki.cc/%E8%83%8C%E5%8F%9B%E7%9A%84%E5%B0%91%E5%A5%B3_%EF%BD%9E_Judas_Kiss,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
胜利对话,勝利デモ,胜利对话,东方梦时空,1997-12-29,1/1997/12/29,19,0,19,19,0,True,https://thwiki.cc/%E8%83%9C%E5%88%A9%E5%AF%B9%E8%AF%9D,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
能源黎明 ～ Future Dream...,エネルギー黎明　～ Future Dream...,能源黎明　～ Future Dream...,东方地灵殿,2008-08-16,1/2008/8/16,232,74,158,231,1,True,https://thwiki.cc/%E8%83%BD%E6%BA%90%E9%BB%8E%E6%98%8E_%EF%BD%9E_Future_Dream...,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
芥川龙之介的河童 ～ Candid Friend,芥川龍之介の河童　～ Candid Friend,芥川龙之介的河童　～ Candid Friend,东方风神录体验版,2007-05-20,1/2007/5/20,1600,553,1047,1595,5,True,https://thwiki.cc/%E8%8A%A5%E5%B7%9D%E9%BE%99%E4%B9%8B%E4%BB%8B%E7%9A%84%E6%B2%B3%E7%AB%A5_%EF%BD%9E_Candid_Friend,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
花如幻想一般,花は幻想のままに,花如幻想一般,东方花映塚,2005-08-14,1/2005/8/14,275,82,193,275,0,True,https://thwiki.cc/%E8%8A%B1%E5%A6%82%E5%B9%BB%E6%83%B3%E4%B8%80%E8%88%AC,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
花映塚 ～ Higan Retour,花映塚　～ Higan Retour,花映塚　～ Higan Retour,东方花映塚体验版,2005-05-04,1/2005/5/4,219,19,200,219,0,True,https://thwiki.cc/%E8%8A%B1%E6%98%A0%E5%A1%9A_%EF%BD%9E_Higan_Retour,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
